id,Experiment01,Experiment02
Prpf4,-8.4172,27.8093
Ptprn2,-4.8192,12.1437
Or3a1c,-0.1872,2.0016
Adcy10,-1.5548,-12.4826
H2ac10,-31.0516,-32.0252
Nckap1,-3.1192,2.6132
Dusp16,-16.3478,-44.6067
Cd151,-4.1732,-0.6546
Ror1,-28.846,-28.7883
Epb41l2,-7.2518,-25.7801
Oas2,-7.789,-6.3677
Rap1a,5.1817,5.7979
Mterf3,2.5042,-24.358
Igf2bp3,-5.9953,11.1243
Limk2,-9.6346,-5.7528
Prph,9.1547,-27.8584
Tas2r116,1.2192,-0.45
Atox1,2.728,23.4887
Sall4,14.6173,8.3386
Msi2,11.4345,19.174
Uhrf1,0.5523,-3.4314
Nlgn2,1.5055,5.1785
Elp4,1.7727,15.0535
Or2a12,-29.3569,4.7016
Kcnq1,-9.9007,32.2061
Dbh,8.7453,32.9998
Nr5a2,8.8513,-2.9889
Nrg1,0.1463,24.9087
Rpl23,-6.0129,-39.209
Papolb,8.828,1.1189
C1s1,14.0194,5.1252
Aldh9a1,11.2606,-51.0713
Nrg2,8.6964,17.5622
Ccnb1,-17.4742,20.0864
Rbm18,-7.8413,7.1174
H2aj,5.4319,15.0885
Anapc2,-10.2572,-34.1385
Srsf6,-17.8331,-30.1906
Sod2,-6.3836,18.9702
Gpr31b,12.5507,1.7131
Soat2,23.264,0.7536
Cul3,-15.5056,12.2271
Taar5,-10.2493,-47.082
Irf6,8.1002,-0.3273
Ube2b,-4.6459,7.5126
Or1l4,-0.0122,-38.5119
Ipo7,-14.6133,-16.8616
Vmn1r46,1.7278,16.1593
Arsg,-0.2097,8.4177
Eif3f,12.3549,-7.2697
Hnrnpk,-0.5564,9.8932
Or5v1b,7.2165,16.1958
Id1,9.7693,-21.9562
Rybp-ps,-13.3521,31.5347
Cxcr1,-11.8817,-24.3761
Oplah,1.4861,1.8373
Taf4b,0.1911,-13.8248
Trmt1l,11.732,6.4363
Ube3a,-15.7207,-16.787
Or2ag19,-15.9508,-15.5401
Cbx3,0.8337,3.6236
Mvd,0.7866,3.1771
Myt1,-15.6762,-16.3646
Mst1,-2.8148,-53.9553
Mir485,-9.3236,7.1515
Brca1,-2.2157,-24.3263
Nanog,-6.3413,-9.3726
Col1a1,-11.1448,-51.2563
Il17ra,-9.8316,-1.1311
Cfi,1.9721,0.3943
Plpp3,6.2707,-7.3867
mt-Co1,-1.0087,25.9354
Lta4h,-1.0432,39.559
Snai2,2.1805,-37.9666
Gusb,-17.2195,-17.4361
Ppp1cb,-22.9813,-24.0554
Ndufa9,5.2428,3.8385
Tnf,6.3676,2.2535
Idi2,-0.249,2.427
Pak1,-12.9968,-28.3848
Rgs9,-6.9761,28.3442
Cp,7.5766,-3.6593
Ccr7,-12.1599,-6.8773
Ap4b1,-3.8557,-10.6264
Vmn1r63,-8.7576,-44.7973
Bmp2,8.5346,-6.6268
Alkbh8,-0.3408,24.0088
Atrx,-2.9092,1.6059
Poldip3,1.35,-7.3803
Srprb,-0.9155,16.8219
B3gnt7,-14.8254,-10.2702
Gria2,-10.9503,5.3757
Hsd17b3,12.029,9.132
Nectin4,6.7127,-8.9495
Muc2,-0.4717,26.2639
Acot4,-16.937,-19.8983
Ust,-10.5646,-10.6866
Dpep1,-0.7425,20.1553
Flnb,5.7734,1.3691
Il13ra1,-14.0986,-38.2955
Pnmt,-0.1152,-13.7815
Med15,5.146,15.169
Acsm4,-7.4034,9.2379
Tank,-4.7937,-9.4364
Tirap,-1.7547,-8.5515
Impa2,-4.3031,1.8414
Pdhb,-21.2526,-7.6808
Pum3,-7.0762,-31.9154
Cdc34,-9.9206,-29.0566
Nectin2,-5.0876,-3.562
Park7,1.7716,-15.7529
Rfxap,1.6135,33.3605
Stau1,1.8589,10.7489
Rpl36al,4.308,-22.0334
Ifna2,-1.8673,-1.8249
Or11l3,1.3277,-0.853
Cacnb1,-8.5755,28.2828
Tet1,6.2121,14.0718
Grap,-25.1051,4.3416
Myo1c,21.6631,-11.3703
Col4a2,-7.2467,-21.9424
Rtel1,-1.2636,-13.1005
Adgrl2,0.9083,20.5556
Treh,2.8514,3.1989
Slbp,-1.1823,-4.8805
Folh1,10.0635,15.4728
Irf1,-6.0409,3.304
Kars,-3.132,-7.3986
Fdft1,14.6989,18.8392
Rpl19,11.1725,1.9201
Ralbp1,-8.6863,24.7594
Hells,-10.5678,26.4738
Gm8909,-14.7059,-49.9015
Cxcl12,2.9306,-39.2132
Ppp1cc,-7.443,24.9048
Map3k4,-5.6325,18.3707
Sele,-6.681,1.2603
Eefsec,3.6408,-9.2899
Plaur,-18.6989,-23.9678
Or2j3,10.5391,6.8111
Gpr101,3.1286,-18.7336
Lepr,-7.9754,7.9352
Cd84,9.0907,-1.255
Dll1,-32.0625,-21.1418
Degs2,-4.7517,-34.5594
Ctnna3,-9.378,-26.9797
Sv2c,-25.9167,-1.7171
Itgb1,-5.3492,-38.6444
Slu7,0.1337,23.4643
Prlhr,16.0114,9.0307
Mapt,8.8898,-21.3582
Gdf6,-2.5566,-0.5671
Gpr132,-8.9808,12.6893
Atp11a,-8.4383,8.8323
Or5ar1,16.1921,-9.262
Scgb1a1,3.6475,18.5192
Gmppb,-0.8201,5.4396
Fmo2,-16.0333,-8.0768
Neu4,-1.142,-3.3525
Slc27a2,1.4684,15.9919
Nr1h4,0.6845,7.5886
Rdh11,10.3165,16.3
Mir873a,3.39,-41.2452
Or13a1,2.8936,9.3925
Cradd,3.6194,18.9066
Mapk8,-13.243,2.0308
Inhbb,0.7133,5.2542
Or4k2,5.1017,-0.996
Cpsf3,4.5366,1.2524
Or52j3,-4.3728,8.0934
Hk1,-2.7043,11.0036
Birc2,5.0968,-8.8972
Ptges,7.1504,10.3977
Or8k3b,6.9802,21.3236
Pgam1,6.802,-1.9195
Or8c16,0.0306,17.7085
Hmgb1,8.2945,-3.1934
Gata4,-10.6529,-15.5253
Rars2,-16.26,-11.9374
Spp1,-6.3651,-2.4556
Ppcs,-4.6424,25.2761
Or13p10,-1.636,-27.2008
Lcmt1,-6.6719,-29.5042
Pde1c,-4.6424,-15.1921
Fpr-rs4,0.168,-2.1329
Tnfrsf4,-12.0073,-38.1309
Mapk10,-12.9901,-29.8517
Pum1,10.8139,-17.5397
Cdk7,13.6396,-4.6079
Cox6b2,-3.0554,6.626
Atp5j,0.9918,9.109
Ntng1,1.786,23.1096
Htra2,-4.382,-18.9475
Drd2,-15.0809,-15.919
Tm7sf2,0.1251,-0.6321
Ifna4,-4.1138,-4.0075
Or2b2,-9.3536,-20.7218
Prpf40a,44.031,47.7485
Gucy1a2,24.0824,33.1327
Uck1,-11.0466,5.8421
Or12d2,11.8775,7.6691
Col6a1,10.2511,17.4134
Hck,-29.9013,-12.3306
Sf3a1,-5.764,-12.3148
Sugt1,-10.9509,-25.9664
Cel,-28.4339,-47.2326
Ucp3,1.0356,10.4167
Prdx3,21.7212,-22.7085
Rcn2,11.0993,7.8849
Myef2,8.8403,-2.3921
Irx4,31.5277,9.5442
Rad54b,-1.9076,-33.8051
B3gat2,-4.2083,-6.5347
Lpcat1,-2.3378,1.5205
Zp2,3.1529,24.0179
Ndufs5,10.2361,8.7639
Apbb1,11.7665,15.0399
Ccl21a,22.7231,-30.5075
Taldo1,0.0444,3.7814
Taar4,-27.0389,-14.0575
Gpr179,2.9829,5.56
Akr7a5,8.494,8.0247
St8sia1,-1.2512,1.8671
Igf1,-12.7185,5.1893
Il1r2,-0.6781,-0.6839
Ryr3,33.4433,7.7187
Piwil2,1.2659,8.3174
Rrh,17.2776,26.4264
Dio1,-9.545,-22.0576
Kcnj16,-3.1223,3.4847
Nudt9,-3.6579,-48.6392
Trip12,-1.8866,10.8178
Bst1,-2.3167,-5.4851
Rps6ka1,14.9015,25.8318
Afg3l1,-6.0156,-28.9911
Vtn,-15.6453,7.9223
Wnt7a,-11.5393,2.1993
Chd2,3.9713,-36.0327
Camk2g,-9.2415,-19.3854
Psmb9,3.9169,-6.1472
Npffr1,5.9066,17.259
Scly,9.5825,-18.9246
Myh7,5.3434,1.9888
Or4a77,0.2121,-0.9873
Or4d10b,-9.7338,-0.6992
Zmat3,10.4275,-8.3333
Serpinf2,-12.8175,-31.8611
Taok1,3.6966,11.8575
Rhob,-5.6374,0.0427
Gpr176,5.6271,7.7419
Or4c12,4.7244,-5.9426
Uhmk1,2.9326,11.431
Tas2r139,3.2109,11.226
F3,-7.6277,14.5786
Shmt1,-16.464,-42.9757
Tgfa,-0.8061,-12.1061
Gcnt4,-4.5191,-17.335
Cyp20a1,-2.0072,-29.6933
Galc,2.6108,14.3802
Sox6,6.872,-8.7627
Celf4,-12.7876,-16.2329
Opn5,-2.0281,-19.9127
Ilkap,-11.2513,26.3586
P4ha3,-7.6615,-7.6301
Actg1,-10.2175,-7.3504
Ppt2,-1.4872,19.689
Akap6,-11.5579,-35.7226
Acly,-3.6924,9.7694
Phlpp1,12.9209,-23.1098
Hmbox1,-14.1849,12.3591
Adam10,-5.0002,-28.4818
Man2a2,1.6092,12.2346
Dnmt1,21.6872,7.3698
Uba2,1.1605,4.3853
Lpar2,0.5588,-9.1474
Cacnb2,18.7231,24.6887
Adgrg1,-3.3232,-0.1236
Aldh6a1,-49.5613,-44.8858
Thap11,-7.3738,-7.1289
Mcm3,0.2192,17.7208
Il4i1b,-12.4256,-15.4452
B3gnt2,20.0513,23.0138
Tnfrsf11b,11.1652,11.2106
Tmem37,11.2948,20.1139
Bcam,4.7584,3.9267
Cbr3,16.871,14.5368
Xiap,11.3185,5.5807
Drd1,6.0945,5.4601
Sh3gl3,-17.9156,-26.8709
Elovl6,-1.9772,-3.189
Cth,-0.3506,7.0105
Cd74,-15.9305,-14.4275
Ntsr2,-1.1751,6.0749
Elovl4,2.381,18.3061
Cc2d1a,-1.3237,-14.0192
Chst3,-16.9414,-22.2806
Rps6ka4,-0.8229,0.2624
Trim25,-9.7528,-14.1657
Eps15l1,-10.4169,1.747
Taf10,-21.3866,-18.6536
Sv2a,-4.2749,-0.6298
Umps,-28.2273,-1.4996
Bcl9,11.6039,10.8424
Vmn1r11,0.8321,-9.3954
Iars2,-14.8847,-11.4
Foxm1,-31.6932,9.5058
Wdr12,4.4114,-2.2442
Gdf10,1.1472,22.4362
Taf5l,-3.0376,-17.9316
Alg9,8.7479,11.4581
Itga4,11.1764,-1.7204
Strada,-8.1675,-22.117
Abcc4,4.7129,36.2741
Slc12a5,-0.6171,-45.5675
Fbn1,14.0838,11.457
Chmp1b,22.031,-1.4877
Sds,0.3392,-6.6973
Il2,-4.4662,-32.3754
Dnm1,-1.8554,-24.3571
Atg4c,-0.9571,-44.8145
Smpd2,-2.1175,-44.0897
Gnb2,-1.1531,-3.4883
Or8g35,-6.1329,-11.8555
Mgat5,12.6307,-14.5273
Mc3r,-10.512,-21.0858
Chrna9,-24.731,41.6954
Igfbp6,-1.4286,22.4403
Maml3,-5.9513,-3.4027
Chst5,-27.6912,-27.1083
Sftpc,9.0351,-9.6216
Dtymk,6.4167,-31.374
Cryl1,0.8085,-5.4087
Htr5a,-1.0482,-41.049
Dvl3,4.6743,-5.5063
Mnat1,-6.173,-10.9567
Tfe3,-0.3434,14.5545
Nme5,-2.812,23.4044
Ndufs8,-11.6053,4.0919
Hcrtr1,5.7067,3.0807
Cox7b,-18.4456,-0.9624
Celf1,-5.14,16.8207
Synj2,-4.2098,18.8577
Chd4,18.4033,-1.1502
Cyp4f39,0.9378,15.0207
Ndufa12,6.6304,-21.009
Capn9,-12.776,12.8281
H2ac19,-4.1282,36.7617
H4c16,19.9514,10.9964
Txn1,-3.7337,-23.516
Gmpr2,11.2797,23.9413
Kidins220,-18.0987,-15.8135
Casp12,-24.4894,-18.1495
Gpx4,-11.6384,-9.6231
Mecom,14.1676,-6.4968
Col6a6,9.3412,16.1429
Galnt3,-0.2571,12.504
Psmf1,-8.5907,-32.3873
Dars1,-3.6643,-16.6824
H2-Q10,2.0,-40.368
Ppm1j,11.138,5.095
Ash1l,-3.0105,-1.8619
Nrxn2,-16.9214,-17.2544
Tbkbp1,2.4582,-20.736
Atp6v0b,10.626,19.6981
Pcca,6.3132,17.9945
Or1n2,-4.2696,-4.6122
Mtmr6,-4.9088,-8.1425
Galm,-23.2674,-29.7475
Acadl,16.9731,5.0992
Pdia3,-11.4408,-8.4109
Atp2b1,-10.6975,-37.3748
Dppa4,2.93,-0.6461
Clk2,22.6571,-27.9265
Agap2,6.9038,7.303
Or51v14,-3.3881,-2.8061
Dnmt3b,3.6645,-18.2628
Cav3,10.1511,-0.2668
Macroh2a1,9.0991,-25.4197
Ncam1,1.5052,1.0496
Stn1,-7.5448,22.3835
Hnrnpa2b1,-2.7956,-0.7692
H4c4,-0.5925,3.0664
Il17a,0.0971,-15.617
Gla,-12.3773,3.4831
Ptpn6,28.3256,8.0179
Ttc37,1.7042,-5.3421
Krt18,-1.8824,19.5539
Zfp740,-4.3373,40.4894
Ckmt2,-19.5193,-16.4224
Dpysl2,3.9808,-6.182
Vmn1r42,-17.9815,-14.9293
Psma3,20.3296,-36.4957
Tbl1xr1,-10.2277,-17.9718
Sgsh,3.0086,-20.5314
Gsk3b,-28.1657,-55.603
Dock2,15.3484,7.7817
Rorc,2.4101,14.4722
Rnu12,15.371,-23.0714
Sh2d3c,10.9498,40.5062
Dsg2,-51.3052,-47.3544
Or10h5,-28.6599,-12.076
Cdipt,6.9259,5.482
Dnai1,8.7823,6.9176
Usp7,-34.9957,-4.9487
Epb41l1,0.6358,-10.9814
Fen1,11.6389,-5.5198
Srp68,16.0818,-32.1617
Ptprn,-13.862,4.1319
Kcnh2,18.0911,-14.7256
Vmn1r44,-12.6691,-1.2902
Ncf1,7.7039,-4.7575
Gabrr1,4.0148,9.532
Eif4e2,1.8629,15.2508
Porcn,-15.3071,-27.7333
Polr3h,20.1096,12.5228
Tas2r121,-14.5553,0.4171
Cyb5a,-3.9522,25.8024
H4c17,-14.0745,-6.4183
Pml,2.0663,-0.7304
Dag1,-11.9482,-15.1844
Ptbp3,1.4872,14.2232
Gnaz,-18.5057,-7.0112
Cdk4,6.8546,-1.9947
Ube2r2,-10.6549,-44.2411
Ehhadh,11.085,31.1041
Or51f2,7.0522,12.1774
Ptpn11,-2.7703,11.1577
Tfcp2l1,-10.3149,-19.3594
Fut2,-5.6491,-2.5515
Fgf15,1.8771,-14.4787
F11r,-2.2103,7.0376
Gjb1,-10.1798,-23.9056
Syf2,9.2367,6.3508
Ccl6,-0.0149,23.5974
Ehmt2,-7.7746,-14.967
Cyp1a1,-0.6329,-10.2278
H3f4,-11.8333,-38.5823
Adora2b,2.5036,13.0972
Bdh1,-4.731,-1.9729
Grin2d,-10.8624,-5.7407
Herc4,17.475,24.7745
Cacna1s,7.0191,0.7131
Sephs2,8.808,-1.4785
P2ry1,1.1296,-26.0297
Tas1r3,10.9619,26.7673
Gja8,-21.0789,-18.6506
Polr3f,12.3134,-11.1947
Tnfsf10,-5.0248,34.7544
Cma1,2.6711,15.485
Or8g24,10.2258,10.6049
Parvb,-9.9764,-1.1988
Casp8,-30.6227,-31.133
Bhlha15,-6.3562,5.1612
Gpr25,0.2202,-0.3974
Map3k12,-12.579,5.9031
Cers6,-6.0722,6.1904
Slc6a1,-3.2165,8.0971
Fzd8,-0.6176,-3.6129
Cldn9,4.7187,7.6733
Psma1,-19.7548,17.7118
Il12b,-2.3406,18.0187
Neu3,-3.8075,-2.8483
Mylk3,-14.8051,-9.5376
Cyp3a57,14.3981,-1.0862
Sv2b,-5.6145,24.8441
Rps16,8.5576,-4.0203
Orc1,-12.2906,-41.7246
Cacna1c,-1.706,-9.5867
Or2t44,3.1016,-20.6163
Rdh5,-29.5035,-30.7264
Spry2,-10.2399,6.2856
Or9i1,20.0506,-1.2273
Ssx2ip,-20.1903,33.7597
Hars2,-4.384,17.838
Ergic2,2.1672,-8.0969
Chpt1,1.7977,-1.9238
Tshr,12.3868,8.2626
Lrp5,13.8776,-2.954
Pparg,-7.4853,-23.6506
Tph2,-12.9293,10.546
Il10rb,-9.5755,16.1081
Car3,-1.9272,13.0964
Mta1,-17.6485,-11.1597
Sh2b3,-1.315,-6.5355
Gsta4,14.6606,-6.0651
Zfyve9,-9.5196,-18.9381
Xrcc1,8.3724,5.9098
Rbm3-ps,1.1685,23.0089
Gpat2,13.6219,-12.5153
Tbxa2r,11.2997,18.5366
Tgfbr2,-10.6248,-29.8638
Ggh,-20.5449,44.8799
Esrra,-26.9297,-31.3345
Gpr162,-18.1351,-52.697
Zfp638,-2.114,-11.4874
Slc12a2,0.3784,-15.162
Cd27,-22.562,-1.6163
Fzd7,-4.4063,-4.747
Or52b2,-7.934,1.2231
Lyar,12.9136,6.9719
Or5d16,0.2968,17.6877
Timp1,10.4027,-48.331
Aurka,7.9212,15.8837
Rplp0,1.7149,-3.5109
G6pd2,-15.4492,-1.8984
Ptk2,12.3208,-15.0789
Utf1,-20.8665,-8.0113
Psma2,-24.5363,4.8417
Nedd4,-16.9862,-13.5524
Or2a5,9.3142,-0.7676
Nbn,-4.9725,-54.195
Galntl5,10.2175,-10.1983
Ndufv2,-5.679,15.8593
Mir27b,-2.8246,-51.117
Srd5a2,0.9047,3.1099
Acadm,6.2338,-25.2185
Cyp2a5,-1.8906,44.2118
Gnpnat1,0.2132,0.504
Rab3b,-0.2801,6.6522
Vmn1r53,-6.3583,34.4351
Cacna1a,-13.9882,-0.7017
Tlr7,2.7542,3.6341
Gabra4,30.7716,-6.3239
Sf3b3,12.3924,-35.5347
Or10j5,3.4523,-0.824
Ralgds,-8.5951,-42.6736
Srsf12,4.5252,-5.1046
Il4,1.1695,-1.6188
Laptm5,2.7836,1.097
Rpl31,-13.0004,9.893
Col11a1,-7.6873,-47.6805
Chst14,-1.4626,-22.169
Or13c7b,-12.9314,-25.9026
Galnt18,15.5796,-27.0012
Nr0b1,7.0151,28.0995
Atg5,-20.5225,-14.9964
Nat8,-31.8005,-29.2479
Ube2a,-14.0597,21.4575
Rbm15b,-5.9371,20.335
Bicc1,-7.6487,4.4661
Slc25a27,2.7814,-0.2104
Cars2,-38.0225,-9.9771
Psmb7,13.7048,-13.3977
Uckl1,20.2882,11.6837
Pla2g12a,-9.3531,-31.3265
Daam1,-1.3709,20.1702
Elk1,-7.4516,16.0696
Kcnab2,-11.6028,-13.9964
Plxna1,14.0176,4.8393
Chrm2,7.5199,20.0685
Acacb,-7.3812,30.6623
Ndufv1,9.7676,-2.9777
Akap5,-20.7436,-44.4877
Gclm,-1.4681,3.443
Trp73,3.0318,-11.412
Rxfp2,-26.2218,1.3277
Numbl,7.1638,-2.3941
Snca,-10.048,7.1676
Cdkn1c,4.797,4.9413
Or2a52,13.2175,-0.6485
Dctd,7.6794,26.0423
Mir185,15.1487,-24.9045
Gnpda2,7.4417,1.6877
Itgb3,-15.375,-30.304
Tlr6,6.3723,-0.6735
Hoxb1,-17.3608,25.805
Psma6,-26.3965,-16.8136
Pik3r4,3.2188,6.2725
Tle3,-3.8424,-21.5378
Tas2r135,7.0322,4.3571
Hccs,8.3868,25.3062
Xrn1,-9.7657,21.0871
Fgf14,-2.0734,5.3354
Sephs1,7.9926,5.9827
Cstf3,0.0935,13.7245
Zfp830,-1.9588,-3.5468
Ins1,10.4803,2.6204
Kdm6a,-20.236,-45.7494
Pde1b,0.2645,-5.1087
Nsg1,12.0492,-5.6521
Or2a7,10.2569,-15.4989
Ptger3,-3.7595,8.6946
Lhcgr,-33.7258,-45.673
Tcf7l1,-6.9421,-5.1963
Sipa1,3.3287,13.7484
Mapk9,3.9205,24.0093
Rchy1,9.9808,2.3464
Or2h2,18.9866,-10.0302
Nras,12.2247,19.1294
Cstf2,-13.6057,-13.7412
Asmt,11.1415,-1.6726
Cacnb4,-15.6631,-30.6992
Gabrg3,6.2141,5.4999
Crot,30.6681,-22.4085
Atp5k,-9.6822,-8.3879
Cdc23,3.3293,2.8012
Dcps,3.3217,0.1959
Hadha,-10.631,-28.0369
Pigl,4.5294,-22.1347
Chsy1,-10.8543,9.6483
Or8h9,-2.0625,-15.6794
Agl,12.0734,-6.7811
Ptprc,-11.1276,-50.189
Gpr171,-18.4017,-39.0695
Cat,-2.4885,24.8233
Hspb1,8.2043,21.4664
Traf6,5.4503,-2.4281
Mmp24,53.2407,53.4709
Il2rb,31.7671,35.8823
B4galt4,8.9502,-12.5346
Thbs4,-14.6658,30.0908
Gabpb2,5.4729,1.8891
Senp2,-8.2628,-9.0485
Acat2,-43.7349,-32.7168
Ugt2b1,-0.1951,-39.1511
Mstn,-5.2508,-41.4877
Rag2,21.9512,1.6674
Ppargc1b,17.0873,2.2589
Dgkh,0.7689,-10.67
Fbxo43,18.3461,2.8895
H4c14,3.573,-0.375
Vdac1,-9.3742,30.4724
Ccr1l1,-3.4383,-31.21
Prkar1a,3.9719,-4.2191
Acvr2a,0.4075,3.3875
Ywhaq,-3.5292,-11.7467
Dnah1,8.2075,19.4792
Akr1b1,1.364,-21.4235
Rdm1,33.9054,7.3479
Gng10,24.9728,19.9617
H2-T23,9.7481,-23.0533
Dync2li1,-6.3042,22.8702
Npr1,-3.4712,40.1887
Vangl2,2.3019,-13.1916
Adora1,2.0096,-4.9599
Mtor,7.1892,-29.6422
Siah1a,-5.9017,11.6623
Cacnb3,12.921,3.6992
Nfkb2,3.028,-6.2662
Nppa,-1.5882,-21.6886
Akt3,2.8702,6.9034
Enah,6.9735,-26.9595
P2rx5,1.2703,0.4386
H2ab2,7.7755,12.7542
Ube3b,2.5756,23.3292
Il3,-0.5304,-18.673
Col10a1,-13.5941,11.7619
Ndufs3,-1.9382,19.017
Ntf3,7.2226,-41.3149
Hk2,-3.8392,-0.5668
Th,-31.1073,-25.4666
Ercc1,1.3409,6.9997
Nudt12,-7.591,12.4497
Hmgcl,1.5726,0.3232
Aplp2,-3.4721,-11.9521
Grhpr,6.8308,0.9828
Hmox1,-9.556,12.942
Capn2,-6.2784,-25.4197
Bin2,27.515,-19.1955
Vps37a,3.0781,-27.8018
Eif4ebp3,10.6178,-21.4189
Ctss,-2.1044,5.9682
Csnk1g2,23.2859,-20.2634
Ak9,1.2968,15.4769
Fev,-0.5696,-15.062
Srebf2,-7.0332,-0.3429
Pex26,1.0574,-19.9648
Fpgs,11.6325,15.605
Ppp2r5c,-3.9924,5.7214
Sf3b6,-2.4553,-10.5717
Canx,-10.8935,-5.4304
Polr3a,-6.3681,-4.0045
Eea1,15.0044,22.8771
Csnk1g1,-16.1745,22.8164
Setmar,-15.3345,-24.4022
Cckbr,7.5147,25.3932
Or6c2,-10.9802,-58.309
Kirrel2,4.3189,11.9236
Or12d17,4.1452,5.6209
Ndufc2,-1.2328,4.7624
Msmo1,-9.1463,-13.9243
Arsb,-18.2414,-13.0826
Ctsk,10.7026,-16.5536
Kif5b,1.4989,27.052
Mrgprb5,13.5719,36.1122
Abcd4,7.6214,26.087
Ndufb1,-4.8205,0.8811
Mpv17l,0.8349,-29.3385
St6galnac6,-25.647,-26.7903
Pgs1,-1.5995,28.8892
Mrpl13,-26.5616,-44.118
Itgad,7.7685,18.1148
Ssbp1,-7.902,-21.1336
Ndufb8,-13.0263,-24.3478
Rps8,-36.0987,-5.0521
Gng11,12.4739,-39.1244
Ntrk1,5.6848,1.5903
G6pc,-4.4801,13.0762
Flt3,2.4235,2.8012
Rnu1a1,1.8801,5.5705
Gtf2h2,1.3849,27.0227
Egln1,8.2607,6.0536
Pfn3,-17.1998,-32.1779
Rgs16,6.9206,-1.9744
Or5a21,3.5992,-0.5133
Ptf1a,7.8562,-14.234
Ddx41,-0.4757,1.167
Ugt2a1,5.0056,-29.3327
Rapgef1,4.7453,-3.0518
Cd48,-15.3816,-20.9191
Lmna,-1.1172,8.0567
Ap1g1,-16.4447,-14.1635
Arid3b,3.1742,9.5769
Polr2i,9.224,-48.3019
Brca2,-0.3664,-9.7929
Or51f1,3.2928,-0.2605
Cbl,-13.717,20.6886
Il10,1.1181,-23.8757
Ocln,-6.2039,-28.7448
Prdx5,14.0462,5.4315
Ywhag,1.794,8.1404
Gpd1l,-8.6965,-5.3507
Pdx1,2.5127,-3.8059
Nlrx1,5.8405,1.0503
Psmd14,0.6534,-16.1153
Psmd9,-4.9797,-1.9542
Parp2,3.889,35.5451
Mgrn1,-0.3273,-24.906
Galnt1,-25.8696,-30.2904
Grb14,-3.1525,-51.4968
Itga1,7.9012,-23.6126
Aqr,-4.4554,12.4221
Hsd11b1,2.982,-39.3355
Wnt4,0.2482,-13.3891
Ctnna2,13.9931,-4.9661
Spred2,5.1711,11.0712
Adra2b,-8.7576,-44.7973
Prox1,-8.6544,-31.1201
Tpm2,-0.7473,4.4249
Mtnr1a,5.9067,5.3662
Klf15,20.2178,10.3543
Cyp21a1,6.4385,14.7397
Dlat,0.5304,-0.2518
Sult2b1,3.4804,39.3013
Fzd3,5.526,1.7066
Krt8,-1.5026,3.5218
Hmgn1,-20.717,-22.9623
Msh5,5.9594,21.6102
Ccr2,2.771,-41.9267
Tuba8,1.2183,20.6579
Aldh1a2,15.8424,3.2007
Arpc1a,-0.4447,18.2383
Aph1a,3.3521,-4.1387
Cyp1b1,-5.1477,25.8847
Arpc2,11.5738,-0.9165
Phkb,-18.9731,-5.2622
Trpm5,-8.9385,-6.5264
Ndufa5,2.7011,-19.5616
Ccr1,19.7637,-22.7858
Sgms2,3.4916,-0.8147
Or7g12,-16.7332,-0.541
Fah,2.2707,-23.3661
Mybl2,14.7318,-27.0525
Or10d4b,0.8773,3.0985
Celsr3,2.501,16.2523
Cldn4,-2.0805,18.7541
Hars,0.0125,9.3699
Piwil1,-11.2195,-54.9077
Rgs11,-22.0467,33.4211
Dcc,12.1043,10.9009
Adra2a,-9.1899,2.644
Prkar2a,-48.2814,-60.8859
Nol8,1.1474,-1.9588
Atm,-14.3189,-18.1115
Rad21,-16.6198,-33.4213
Uox,-2.4579,6.8962
F2,0.635,19.8881
Or8g53,-18.0564,23.3157
Tlr9,-25.9228,-46.7895
Chek1,8.4986,-1.0713
Adh7,-13.6615,1.1522
Ackr1,3.1881,-5.0035
Or5g9,-10.5017,0.5778
Far2,-7.7968,-16.6463
Invs,-5.0286,7.0562
Il11ra1,-8.3706,1.2934
Gna14,-0.6088,26.0038
Ptgds,-15.4152,31.3912
Guk1,8.678,-0.3019
Sstr4,8.9948,-5.8137
Or4c52,5.9714,1.5474
Sult2a1,-4.524,-35.7904
Wdr1,9.8029,20.046
Rps4x,6.4003,24.8427
Rsrc2,31.9217,-3.7878
Rpl18,1.2474,-17.7212
Il15ra,-0.3209,31.384
Pkmyt1,-15.2627,-27.3104
Prkci,6.1361,-2.7959
Cyc1,0.2455,13.7646
Ins2,-7.5397,-12.9441
Gsr,1.9478,5.391
Clasp1,-1.8064,-4.0641
Rln1,8.7283,9.8618
Or4d5,-28.9924,-28.1824
Me3,-0.3019,-17.0564
Klrc1,2.6057,-8.4186
Rpl13a,-4.3499,36.4521
Or8g34,12.3546,9.141
Fes,-5.9862,-50.8129
Ap1s2,18.6637,1.9704
Vangl1,17.5624,23.0753
Ube2k,5.3014,11.6986
Alas2,9.9337,23.2742
Ube2d1,15.9735,-10.6548
Irf4,3.573,1.4475
Fos,-3.5344,-2.4164
Opn1sw,7.848,5.0945
Adarb2,3.0841,-8.6046
Mapk3,-7.293,-37.5426
Gad2,3.3884,23.6585
C1qb,-0.3778,35.2365
Adra1b,-11.1246,-27.6436
Eln,2.0652,12.8048
Ifnk,5.8494,-17.5675
Srr,11.4443,0.5285
Fgfr2,8.3084,10.8999
Ppp1r18,5.9789,24.5603
Atg4d,0.3877,5.8642
Thrb,17.5762,-24.4749
Cyp11b1,1.5365,1.963
Or5b21,-16.13,-21.5087
Angpt4,6.0456,-3.4042
