Kinase	down (Experiment01)	up (Experiment01)	not (Experiment01)	-Log10 p_value (Experiment01)	Log2 Enrichment (Experiment01)	-Log10 p_value adjusted (Experiment01)	down (Experiment02)	up (Experiment02)	not (Experiment02)	-Log10 p_value (Experiment02)	Log2 Enrichment (Experiment02)	-Log10 p_value adjusted (Experiment02)
PAK1	3.5	0.0	0.0	0.18700198010856753	-0.5280601094866791	0.13612676019198147	1.0	2.5	0.0	0.17183634016092952	0.6338721012021026	0.1594417202030498
PAK3	3.5	0.0	0.0	0.18700198010856753	-0.5280601094866791	0.13612676019198147	1.0	2.5	0.0	0.17183634016092952	0.6338721012021026	0.1594417202030498
MYLK3	4.0	0.0	0.0	0.2550358653803948	-0.6880559936852598	0.13612676019198147	0.0	5.0	0.0	0.7622631516881495	1.9898042328941115	0.3681103043417218
AURKC	10.0	0.0	0.0	0.7851403529756975	-1.925095190986109	0.13612676019198147	1.0	10.0	0.0	1.4723439943263867	2.7914133781885826	0.8155273562822178
RIPK1	3.0	1.5	0.0	0.1907324038040052	0.7639326417664756	0.13612676019198147	0.25	4.25	0.0	0.8389273946699604	3.4585044367024995	0.4071736183413325
MAPK7	4.999999999999999	0.0	0.0	0.25876539377097135	-0.9672100648823303	0.13612676019198147	0.8333333333333333	4.166666666666666	0.0	0.8389273946699604	1.6727581052161697	0.4071736183413325
CDKL1	4.0	2.0	0.0	0.3736178962552793	0.7752937128253056	0.13612676019198147	1.0	5.0	0.0	0.5867566488495585	1.6844981742720706	0.2723626916275958
MAK	1.25	1.5	0.0	0.39384590980574957	2.0547502041138075	0.13612676019198147	0.25	2.5	0.0	0.414874388847224	2.6577188431564704	0.22159646155310306
MAPK3	8.583333333333332	0.0	0.0	0.6003902602404282	-1.7020628516791387	0.13612676019198147	1.0833333333333333	7.499999999999999	0.0	0.9119426340308738	2.203776743169101	0.4239180163008867
BMPR1B	2.0	5.5	0.0	2.20181027746255	3.475373162506319	0.42907047429405404	0.5	7.0	0.0	1.4767029382644574	3.227686721005961	0.8155273562822178
MAPKAPK5	3.5	0.0	0.0	0.18700198010856753	-0.5280601094866791	0.13612676019198147	0.0	4.0	0.0	0.5973405951848199	1.7065919451226874	0.27902076963384775
BRSK1	2.5	3.0	0.0	1.0843027557252098	2.1190241031422747	0.13612676019198147	0.5	5.0	0.0	1.043047377325885	2.700439718141092	0.5386967350396421
PRKAA2	3.0	0.5	0.0	0.33529804652569695	-0.874469117916141	0.13612676019198147	2.5	1.0	0.0	0.501810230455961	-2.088437964667584	0.22159646155310306
ALPK1	2.4999999999999996	0.6666666666666666	0.0	0.2245997490320073	-0.17963421242224054	0.13612676019198147	1.5000000000000002	1.6666666666666667	0.0	0.21091522621976286	-0.5686606883920557	0.1594417202030498
HIPK3	0.5	1.0	0.0	0.6320232147054056	2.7764939583528436	0.13612676019198147	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
MOK	1.5	1.5	0.0	0.39384590980574957	1.7877793837208433	0.13612676019198147	1.0	2.0	0.0	0.16893813933623675	0.3020285374496575	0.1594417202030498
HASPIN	3.0	2.1666666666666665	0.0	0.5035612560555797	1.3312059084753731	0.13612676019198147	0.5	4.666666666666666	0.0	0.8389273946699604	2.594050373549115	0.4071736183413325
HIPK1	0.5	1.0	0.0	0.6320232147054056	2.7764939583528436	0.13612676019198147	0.0	2.5	0.0	0.3041195482525559	1.1622714288988771	0.1594417202030498
PDPK1	0.0	1.0	0.0	0.8451732194446224	2.7472339296200334	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
DYRK3	1.5	1.5	0.0	0.39384590980574957	1.7877793837208433	0.13612676019198147	0.0	3.0	0.0	0.4422403724784898	1.3647642927976202	0.22159646155310306
LRRK2	2.0	1.5	0.0	0.2692692361462259	1.3648366863566532	0.13612676019198147	0.0	3.5	0.0	0.4490692140980899	1.5446047631050153	0.22159646155310306
DYRK1A	0.0	1.0	0.0	0.8451732194446224	2.7472339296200334	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
CDK14	1.0	1.0	0.0	0.38642898158311806	1.7686744538935444	0.13612676019198147	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
CLK1	1.25	1.0	0.0	0.38328772080024354	1.4428206557923817	0.13612676019198147	0.25	2.0	0.0	0.41043522431747925	2.325875279404025	0.22159646155310306
CLK4	1.75	1.0	0.0	0.38328772080024354	0.9495102295463069	0.13612676019198147	0.25	2.5	0.0	0.414874388847224	2.6577188431564704	0.22159646155310306
CILK1	1.0	1.5	0.0	0.3970285823524169	2.38060400221497	0.13612676019198147	1.0	1.5	0.0	0.20641306675080776	-0.12285674778553338	0.1594417202030498
NEK3	2.0	0.5	0.0	0.22245743154066522	-0.27356507332596325	0.13612676019198147	0.0	2.5	0.0	0.3041195482525559	1.1622714288988771	0.1594417202030498
MAP4K4	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
STK25	1.0	1.0	0.0	0.38642898158311806	1.7686744538935444	0.13612676019198147	1.0	1.0	0.0	0.20917417331998284	-0.717600269299275	0.1594417202030498
EIF2AK1	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
STK24	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
STK10	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
TNIK	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
TRPM7	1.3333333333333333	0.0	0.0	0.24582534734744602	0.45360515553833153	0.13612676019198147	0.0	1.3333333333333333	0.0	0.17535527799928494	0.5545888516776372	0.1594417202030498
SGK3	7.333333333333333	0.0	0.0	0.5082016026660098	-1.479469371873842	0.13612676019198147	1.3333333333333333	6.0	0.0	0.7312208046341818	1.5425272344007597	0.3622554758485209
PRPF4B	3.4999999999999996	1.9999999999999998	0.0	0.18834149983177606	0.97602113706556	0.13612676019198147	1.3333333333333333	4.166666666666666	0.0	0.4298032190454091	0.9786263492074331	0.22159646155310306
DYRK4	2.25	1.0	0.0	0.2573993825352393	0.5790132343899698	0.13612676019198147	1.25	2.0	0.0	0.16425389666084317	-0.027936876503123202	0.1594417202030498
DYRK1B	1.25	1.0	0.0	0.38328772080024354	1.4428206557923817	0.13612676019198147	0.75	2.5	0.0	0.414874388847224	1.0569023912344768	0.22159646155310306
DYRK2	2.25	1.5	0.0	0.26650110343157124	1.1909427827113954	0.13612676019198147	1.25	3.5	0.0	0.2905120219079976	0.8093712676561088	0.1594417202030498
CDK8	5.749999999999999	1.3333333333333335	0.0	0.23053175636502915	-0.3984068247347228	0.13612676019198147	1.9166666666666665	5.166666666666666	0.0	0.5812323481427057	0.7669518327445368	0.27158532354748655
UHMK1	3.583333333333333	0.0	0.0	0.18700198010856753	-0.5558613813203898	0.13612676019198147	0.25	4.333333333333334	0.0	0.8389273946699604	3.4882191018619357	0.4071736183413325
CDK19	4.25	1.0	0.0	0.17485748296802087	-0.3706751290217636	0.13612676019198147	0.75	4.5	0.0	0.8389273946699604	1.945257035405568	0.4071736183413325
MAPK1	5.999999999999999	0.0	0.0	0.3367934103583369	-1.205904298547879	0.13612676019198147	0.8333333333333333	5.166666666666666	0.0	1.0545271950093151	2.0036108231540326	0.5438385926433842
MAPK15	2.5	0.8333333333333333	0.0	0.2245997490320073	0.15111773285212757	0.13612676019198147	0.3333333333333333	3.0	0.0	0.6189943715031487	2.5130695822393703	0.2843970281928991
CDK17	4.499999999999999	0.0	0.0	0.25876539377097135	-0.8335968365006127	0.13612676019198147	0.3333333333333333	5.166666666666666	0.0	1.0545271950093151	3.3414219596480503	0.5438385926433842
CDK18	2.5	0.0	0.0	0.1707369968424995	-0.14963607890113376	0.13612676019198147	0.0	3.5	0.0	0.4490692140980899	1.5446047631050153	0.22159646155310306
CDK16	4.499999999999999	1.0	0.0	0.17485748296802087	-0.4572069535227831	0.13612676019198147	0.3333333333333333	6.166666666666666	0.0	1.2725829556085326	3.617487477170031	0.6512728332994
MAPK12	7.083333333333332	0.6666666666666666	0.0	0.8057918430819988	-1.7571143233876767	0.13612676019198147	2.25	5.499999999999999	0.0	0.3319568726389961	0.6217766563038062	0.1594417202030498
GAK	2.0833333333333335	1.3333333333333333	0.0	0.26650110343157124	1.12565110166152	0.13612676019198147	0.9166666666666665	2.5	0.0	0.414874388847224	0.7620721700619462	0.22159646155310306
MAPK9	3.0	2.0	0.0	0.4850278637534242	1.2064508774674263	0.13612676019198147	1.8333333333333333	3.1666666666666665	0.0	0.2905120219079976	0.08680038516775163	0.1594417202030498
HUNK	3.0	3.5	0.0	0.8975561754047058	2.0995356735509145	0.13612676019198147	0.5	6.0	0.0	1.25864717766524	2.9842326841416833	0.643223224779296
CSNK1G1	6.333333333333332	0.3333333333333333	0.0	0.6872118508421468	-2.6005991317620554	0.13612676019198147	2.1666666666666665	6.5	0.0	0.44814608024492625	0.9408869063317757	0.22159646155310306
MAP3K6	1.5	1.0	0.0	0.38328772080024354	1.1758498353994176	0.13612676019198147	1.0	1.5	0.0	0.20641306675080776	-0.12285674778553338	0.1594417202030498
MAP3K15	0.5	1.0	0.0	0.6320232147054056	2.7764939583528436	0.13612676019198147	1.0	0.5	0.0	0.41642341436605074	-1.7273154241324868	0.22159646155310306
WNK4	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	1.0	0.5	0.0	0.41642341436605074	-1.7273154241324868	0.22159646155310306
NEK5	1.5	0.5	0.0	0.11175913404697548	0.14937762403822666	0.10828554416635097	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
IRAK4	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	1.0	0.5	0.0	0.41642341436605074	-1.7273154241324868	0.22159646155310306
MAP3K5	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.5	0.5	0.0	-0.0	0.0	-0.0
MAP2K5	0.5	0.0	0.0	0.3697458080334412	1.1039509640389082	0.13612676019198147	0.0	0.5	0.0	0.20323248281633918	-0.0988533869262855	0.1594417202030498
AURKB	3.0	0.0	0.0	0.18424273323798251	-0.35018635492887573	0.13612676019198147	1.0	3.0	0.0	0.2935397765077493	0.9068905956085185	0.1594417202030498
PAK4	2.333333333333333	0.0	0.0	0.1707369968424995	-0.07662128160291233	0.13612676019198147	1.0	1.3333333333333333	0.0	0.20641306675080776	-0.29604946306175695	0.1594417202030498
PRKG1	7.0	0.0	0.0	0.5012310556376004	-1.4150374992788437	0.13612676019198147	1.0	6.0	0.0	0.7492557905858233	1.968291140272662	0.3672474309048159
BCKDK	1.5	2.0	0.0	0.8680814762879236	2.230297619421794	0.13612676019198147	0.25	4.25	0.0	0.8389273946699604	3.4585044367024995	0.4071736183413325
ACVR2A	1.5	2.0	0.0	0.8680814762879236	2.230297619421794	0.13612676019198147	0.5	3.0	0.0	0.6189943715031487	1.92283213947754	0.2843970281928991
ACVR2B	1.5000000000000002	3.0	0.0	1.4069083826449913	2.8718436485093175	0.13612676019198147	1.5000000000000002	3.0	0.0	0.28577969246776647	0.3058084295240852	0.1594417202030498
PDK4	1.0	1.6666666666666665	0.0	0.3970285823524169	2.541709302767272	0.13612676019198147	0.3333333333333333	2.3333333333333335	0.0	0.414874388847224	2.1372026802412045	0.22159646155310306
MAPK10	3.833333333333333	2.0	0.0	0.4795993719532929	0.8393934070904046	0.13612676019198147	2.1666666666666665	3.6666666666666665	0.0	0.20183543675655582	0.05644390338736061	0.1594417202030498
MAPK8	2.833333333333333	1.3333333333333333	0.0	0.26650110343157124	0.6700938476891136	0.13612676019198147	2.1666666666666665	2.0	0.0	0.31683536543772933	-0.8513452877288068	0.1594417202030498
TAOK3	0.0	0.6666666666666666	0.0	0.3824723050980721	2.467126010427298	0.13612676019198147	0.0	0.6666666666666666	0.0	0.20323248281633918	0.056337984149812094	0.1594417202030498
OXSR1	0.0	1.1666666666666667	0.0	0.8659760040167631	2.8713242773446774	0.13612676019198147	0.0	1.1666666666666667	0.0	0.17535527799928494	0.4444569350775829	0.1594417202030498
STK33	2.1666666666666665	0.5	0.0	0.2245997490320073	-0.39168701200146294	0.13612676019198147	0.9999999999999999	1.6666666666666665	0.0	0.20631524166155457	0.03242147769237774	0.1594417202030498
MTOR	2.0	1.8333333333333333	0.0	0.2692692361462259	1.6726055099443662	0.13612676019198147	0.3333333333333333	4.5	0.0	0.8389273946699604	3.1284057320040457	0.4071736183413325
WNK1	1.5	0.5	0.0	0.11175913404697548	0.14937762403822666	0.10828554416635097	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
NEK11	0.0	0.5	0.0	0.3824723050980721	2.306661338234052	0.13612676019198147	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
IRAK1	0.0	0.5	0.0	0.3824723050980721	2.306661338234052	0.13612676019198147	0.0	0.5	0.0	0.20323248281633918	-0.0988533869262855	0.1594417202030498
TAOK2	0.0	0.5	0.0	0.3824723050980721	2.306661338234052	0.13612676019198147	0.0	0.5	0.0	0.20323248281633918	-0.0988533869262855	0.1594417202030498
RPS6KA1	10.333333333333332	1.0	0.0	0.6570658645659402	-1.7548875021634682	0.13612676019198147	2.0	10.333333333333332	0.0	1.041698508739282	1.8137150868370446	0.5386967350396421
RIPK3	0.8333333333333333	0.0	0.0	0.3697458080334412	0.8092918590783208	0.13612676019198147	0.25	0.5833333333333333	0.0	-0.0	0.0	-0.0
NEK1	1.0	1.0	0.0	0.38642898158311806	1.7686744538935444	0.13612676019198147	1.0	1.0	0.0	0.20917417331998284	-0.717600269299275	0.1594417202030498
EIF2AK3	2.0	0.0	0.0	0.17294919896477495	0.08061846020828463	0.13612676019198147	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
PBK	2.5833333333333335	0.0	0.0	0.1707369968424995	-0.18489793942647723	0.13612676019198147	0.5833333333333333	2.0	0.0	0.41043522431747925	1.0929329387266675	0.22159646155310306
STK39	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
TTK	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
BUB1	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
ULK1	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	1.0	0.5	0.0	0.41642341436605074	-1.7273154241324868	0.22159646155310306
PRKG2	5.0	0.0	0.0	0.3320328931681584	-0.9672100648823304	0.13612676019198147	1.0	4.0	0.0	0.4340666115406488	1.3421059768249928	0.22159646155310306
STK16	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
HIPK2	0.25	1.5	0.0	0.6441831972335434	4.392317422778761	0.13612676019198147	0.25	2.5	0.0	0.414874388847224	2.6577188431564704	0.22159646155310306
PRKCB	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
RIPK2	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
PKN1	2.0	0.0	0.0	0.17294919896477495	0.08061846020828463	0.13612676019198147	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
PHKG2	2.0	0.0	0.0	0.17294919896477495	0.08061846020828463	0.13612676019198147	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
MAPK13	4.75	0.6666666666666666	0.0	0.4536110839208496	-1.1419551447904888	0.13612676019198147	2.4166666666666665	3.0	0.0	0.2059025105665297	-0.4122763596017869	0.1594417202030498
NUAK1	2.5	0.5	0.0	0.2245997490320073	-0.6034419213288166	0.13612676019198147	2.5	0.5	0.0	0.8507637784371249	-3.098153119500796	0.4071736183413325
MARK3	1.0	2.5	0.0	0.897399519007722	3.1730647089728796	0.13612676019198147	1.5	2.0	0.0	0.16425389666084317	-0.29905362863477575	0.1594417202030498
MARK2	1.0	2.5	0.0	0.897399519007722	3.1730647089728796	0.13612676019198147	1.5	2.0	0.0	0.16425389666084317	-0.29905362863477575	0.1594417202030498
MARK4	2.0	2.5	0.0	0.6614521499827811	2.157297393114563	0.13612676019198147	2.5	2.0	0.0	0.31683536543772933	-1.0688091579186514	0.1594417202030498
SIK3	2.0	2.5	0.0	0.6614521499827811	2.157297393114563	0.13612676019198147	1.5	3.0	0.0	0.28577969246776647	0.30580842952408543	0.1594417202030498
SIK2	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
BMP2K	1.5	0.5	0.0	0.11175913404697548	0.14937762403822666	0.10828554416635097	0.5	1.5	0.0	0.20631524166155457	0.8930847960834881	0.1594417202030498
NEK9	0.0	0.5	0.0	0.3824723050980721	2.306661338234052	0.13612676019198147	0.0	0.5	0.0	0.20323248281633918	-0.0988533869262855	0.1594417202030498
MAP3K2	0.0	0.8333333333333333	0.0	0.3824723050980721	2.61314103403275	0.13612676019198147	0.3333333333333333	0.5	0.0	-0.0	0.0	-0.0
SMG1	3.1666666666666665	0.5	0.0	0.33854310133884397	-0.9551457642157396	0.13612676019198147	1.5	2.1666666666666665	0.0	0.16708990513646793	-0.18027882111426474	0.1594417202030498
AAK1	1.5	0.5	0.0	0.11175913404697548	0.14937762403822666	0.10828554416635097	0.5	1.5	0.0	0.20631524166155457	0.8930847960834881	0.1594417202030498
MAP3K19	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
DCLK1	2.5	0.0	0.0	0.1707369968424995	-0.14963607890113376	0.13612676019198147	0.5	3.0	0.0	0.6189943715031487	1.92283213947754	0.2843970281928991
MAP3K14	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
ATM	0.5	0.0	0.0	0.3697458080334412	1.1039509640389082	0.13612676019198147	0.0	0.5	0.0	0.20323248281633918	-0.0988533869262855	0.1594417202030498
MAPK14	2.25	0.0	0.0	0.1707369968424995	-0.03878446042545156	0.13612676019198147	1.25	1.0	0.0	0.21371396373458582	-1.047565683252056	0.1594417202030498
CDK7	1.25	0.0	0.0	0.24582534734744602	0.5073693800509188	0.13612676019198147	0.25	1.0	0.0	0.2041199826559248	1.3062464726550926	0.1594417202030498
PRKCA	1.3333333333333333	0.0	0.0	0.24582534734744602	0.45360515553833153	0.13612676019198147	0.3333333333333333	1.0	0.0	0.2041199826559248	0.8885787173315771	0.1594417202030498
PRKCQ	1.3333333333333333	0.0	0.0	0.24582534734744602	0.45360515553833153	0.13612676019198147	0.3333333333333333	1.0	0.0	0.2041199826559248	0.8885787173315771	0.1594417202030498
PLK1	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	0.0	1.5	0.0	0.17535527799928494	0.6573484261028382	0.1594417202030498
PLK4	2.0	0.0	0.0	0.17294919896477495	0.08061846020828463	0.13612676019198147	1.5	1.5	0.0	0.21091522621976286	-0.7239389138699667	0.1594417202030498
NIM1K	3.0	0.0	0.0	0.18424273323798251	-0.35018635492887573	0.13612676019198147	1.0	2.0	0.0	0.16893813933623675	0.3020285374496575	0.1594417202030498
MARK1	2.0	2.0	0.0	0.6408843561488304	1.8073549220576042	0.13612676019198147	2.5	1.5	0.0	0.495703766246479	-1.4936944431538421	0.22159646155310306
ULK2	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	1.0	0.0	0.0	0.4844179452339363	-1.7243655573865726	0.22159646155310306
MKNK2	3.0	0.0	0.0	0.18424273323798251	-0.35018635492887573	0.13612676019198147	3.0	0.0	0.0	1.1476152776479411	-2.7884958948062883	0.5833438472093785
BRSK2	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	1.5	0.0	0.0	0.493921855593872	-2.0620609681322515	0.22159646155310306
MAP2K2	0.9999999999999999	1.0	0.0	0.6320232147054056	1.7686744538935446	0.13612676019198147	2.0	0.0	0.0	0.8027250079037364	-2.341036917835067	0.40118087496287347
MYO3A	0.0	1.0	0.0	0.8451732194446224	2.7472339296200334	0.13612676019198147	1.0	0.0	0.0	0.4844179452339363	-1.7243655573865726	0.22159646155310306
MINK1	0.0	1.0	0.0	0.8451732194446224	2.7472339296200334	0.13612676019198147	1.0	0.0	0.0	0.4844179452339363	-1.7243655573865726	0.22159646155310306
PRKDC	0.3333333333333333	0.0	0.0	0.3697458080334412	1.276445325093354	0.13612676019198147	0.0	0.3333333333333333	0.0	0.20323248281633918	-0.2719596356132778	0.1594417202030498
TTBK1	1.5000000000000002	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	0.5	1.0	0.0	0.2041199826559248	0.2983412745697466	0.1594417202030498
MAP3K20	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
TGFBR2	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	0.0	2.0	0.0	0.29934942280839744	0.9300979867698438	0.1594417202030498
PRKAA1	1.0	0.5	0.0	0.1106982974936897	0.7422022425323533	0.10828554416635097	1.5	0.0	0.0	0.493921855593872	-2.0620609681322515	0.22159646155310306
EPHA6	2.75	4.0	0.0	1.5843162937450315	2.4514609075287175	0.14075244414621035	6.75	0.0	0.0	2.3293417521335686	-3.871206945715844	1.3492187237142663
EPHA4	4.5	3.333333333333333	0.0	0.7172023257115401	1.4101552778990976	0.13612676019198147	7.833333333333332	0.0	0.0	2.744132508349793	-4.099331021441785	1.4629794842665094
EPHB4	2.0	3.6666666666666665	0.0	1.126989099464219	2.777401699955976	0.13612676019198147	5.666666666666666	0.0	0.0	1.9274155929198653	-3.6156592979440725	1.1383609795258969
SYK	4.5	2.0	0.0	0.36873892848270845	0.5972408304995929	0.13612676019198147	6.500000000000001	0.0	0.0	2.3293417521335686	-3.8149681061674796	1.3492187237142663
EPHA7	3.75	3.0	0.0	0.8580168696403913	1.5139959793670126	0.13612676019198147	6.75	0.0	0.0	2.3293417521335686	-3.871206945715844	1.3492187237142663
PTK2	5.0	3.333333333333333	0.0	0.5918055655639468	1.2499782530083472	0.13612676019198147	8.333333333333334	0.0	0.0	3.170865461960711	-4.197301440373618	1.8150788195805234
EPHB1	2.75	2.0	0.0	0.6348779757944454	1.3359836901087816	0.13612676019198147	4.75	0.0	0.0	1.5397803331290525	-3.370610033218414	0.8431965682133958
EPHB2	1.75	4.666666666666666	0.0	2.032335166760387	3.3824696368224125	0.42907047429405404	6.416666666666666	0.0	0.0	2.3293417521335686	-3.7958829823276408	1.3492187237142663
EPHB3	1.75	3.6666666666666665	0.0	1.442509631849436	2.9740047914670558	0.13612676019198147	5.416666666666666	0.0	0.0	1.9274155929198653	-3.551818048801226	1.1383609795258969
EPHA5	1.9999999999999998	3.333333333333333	0.0	1.442509631849436	2.620269369457109	0.13612676019198147	5.333333333333334	0.0	0.0	1.9274155929198653	-3.5300707422250843	1.1383609795258969
EPHA3	1.75	4.333333333333333	0.0	2.032335166760387	3.255090330346185	0.42907047429405404	6.083333333333333	0.0	0.0	2.3293417521335686	-3.717739235266594	1.3492187237142663
JAK3	6.500000000000002	2.0	0.0	0.22381002072914855	0.033748791354539856	0.13612676019198147	8.5	0.0	0.0	3.170865461960711	-4.229068486192269	1.8150788195805234
MUSK	5.000000000000001	1.0	0.0	0.23885478641913999	-0.6173839784135339	0.13612676019198147	6.000000000000002	0.0	0.0	2.288946992555491	-3.697730430883106	1.3311003588473407
EPHA2	1.2499999999999998	2.333333333333333	0.0	0.8907112227211692	2.7382765393185533	0.13612676019198147	3.5833333333333335	0.0	0.0	1.1686885947484615	-3.004147664689737	0.5910532027519174
TEC	4.75	1.5	0.0	0.16600406122630074	0.07263890598555188	0.13612676019198147	6.25	0.0	0.0	2.3293417521335686	-3.75718035434008	1.3492187237142663
PTK6	8.333333333333334	0.3333333333333333	0.0	0.9255909400378877	-3.030210934349484	0.13612676019198147	8.666666666666666	0.0	0.0	3.170865461960711	-4.260418457626782	1.8150788195805234
TNK2	8.5	1.3333333333333333	0.0	0.456366166164259	-1.0085114998555178	0.13612676019198147	9.833333333333334	0.0	0.0	3.608945812441887	-4.469395426551736	2.0904318725639994
ABL1	5.0	0.3333333333333333	0.0	0.5643093814145396	-2.2375359075969903	0.13612676019198147	5.333333333333333	0.0	0.0	1.9274155929198653	-3.530070742225084	1.1383609795258969
BMX	5.083333333333334	2.5	0.0	0.3011024029026582	0.7617926989475278	0.13612676019198147	7.583333333333333	0.0	0.0	2.744132508349793	-4.0487316672874085	1.4629794842665094
ABL2	6.75	0.0	0.0	0.420165111370299	-1.365094079304795	0.13612676019198147	6.75	0.0	0.0	2.3293417521335686	-3.871206945715844	1.3492187237142663
ITK	4.25	1.3333333333333333	0.0	0.16600406122630074	0.0622842782543424	0.13612676019198147	5.583333333333333	0.0	0.0	1.9274155929198653	-3.5946062200584024	1.1383609795258969
MST1R	6.75	1.0	0.0	0.3161439885704107	-1.0793224526614056	0.13612676019198147	7.75	0.0	0.0	2.744132508349793	-4.082589781496925	1.4629794842665094
BTK	3.5	1.5	0.0	0.18834149983177606	0.5335029013646093	0.13612676019198147	5.0	0.0	0.0	1.8937035128167161	-3.4405725913859815	1.1261885772788576
RET	8.583333333333334	1.0	0.0	0.47843290869566846	-1.456969570545549	0.13612676019198147	9.583333333333334	0.0	0.0	3.608945812441887	-4.4260405654746044	2.0904318725639994
AXL	11.333333333333332	1.0	0.0	0.7516070621755888	-1.905712404411237	0.13612676019198147	12.333333333333332	0.0	0.0	4.988340465964622	-4.869415890189855	2.559983929656915
JAK1	5.833333333333336	1.0	0.0	0.24246731773796243	-0.8535033828614943	0.13612676019198147	6.833333333333336	0.0	0.0	2.3293417521335686	-3.8896270288912618	1.3492187237142663
ZAP70	5.333333333333334	0.3333333333333333	0.0	0.5698262521242927	-2.3361204420546224	0.13612676019198147	5.666666666666666	0.0	0.0	1.9274155929198653	-3.6156592979440725	1.1383609795258969
TYK2	4.333333333333334	1.5	0.0	0.16600406122630074	0.21188476351805438	0.13612676019198147	5.833333333333334	0.0	0.0	1.9274155929198653	-3.6571122864769916	1.1383609795258969
DDR2	10.833333333333332	1.0	0.0	0.6570658645659402	-1.8318114788140112	0.13612676019198147	11.833333333333332	0.0	0.0	4.517830563365065	-4.7936148654313016	2.559983929656915
DDR1	10.333333333333332	1.0	0.0	0.6570658645659402	-1.7548875021634682	0.13612676019198147	11.333333333333332	0.0	0.0	4.517830563365065	-4.715913892671388	2.559983929656915
TNK1	8.333333333333332	1.0	0.0	0.47843290869566846	-1.4100590051660273	0.13612676019198147	9.333333333333332	0.0	0.0	3.608945812441887	-4.381944861415272	2.0904318725639994
