Gene	Activity (Experiment_1)	StdErr (Experiment_1)	ZScore (Experiment_1)	FDR (Experiment_1)	Activity (Experiment_2)	StdErr (Experiment_2)	ZScore (Experiment_2)	FDR (Experiment_2)	Activity (Experiment_3)	StdErr (Experiment_3)	ZScore (Experiment_3)	FDR (Experiment_3)
Plk4	0.0658336084075548	0.210568156319219	0.312647503584311	0.992055659880885	-0.0378772283396612	0.210568156319219	-0.179881084594006	0.999578625068804	-0.0975313826425982	0.210568156319219	-0.463182013593459	0.918482540062188
Ppm1a	-0.0745493521800829	0.15442735104614	-0.482747076052668	0.992055659880885	0.242658419210177	0.15442735104614	1.57134353187004	0.999578625068804	0.0526493680210142	0.15442735104614	0.340932921949063	0.918482540062188
Ppm1b	-0.0745493521800829	0.15442735104614	-0.482747076052668	0.992055659880885	0.242658419210177	0.15442735104614	1.57134353187004	0.999578625068804	0.0526493680210142	0.15442735104614	0.340932921949063	0.918482540062188
Ppm1d	-0.0274558006987188	0.123511119951846	-0.222294160310611	0.992055659880885	0.148519382459528	0.123511119951846	1.20247782157131	0.999578625068804	-0.66569489595962	0.123511119951846	-5.38975677833023	3.72167627053189e-06
Ppm1l	-0.0177644147022217	0.173376016774155	-0.102461776621401	0.992055659880885	-0.0335888544921077	0.173376016774155	-0.193734145685568	0.999578625068804	-0.812999690001739	0.173376016774155	-4.68922810160517	0.000115728249681399
Ppp1ca	-0.108329340391615	0.0914120988886613	-1.18506567192553	0.992055659880885	0.0179709234292771	0.0914120988886613	0.196592394745967	0.999578625068804	0.0360751545842425	0.0914120988886613	0.394643105484117	0.918482540062188
Ppp1cb	-0.0566610871525395	0.0905305474187413	-0.625878101570053	0.992055659880885	0.025586403060528	0.0905305474187413	0.282627287584822	0.999578625068804	0.032379591515844	0.0905305474187413	0.357664815237171	0.918482540062188
Ppp1cc	-0.0566610871525395	0.0905305474187413	-0.625878101570053	0.992055659880885	0.025586403060528	0.0905305474187413	0.282627287584822	0.999578625068804	0.032379591515844	0.0905305474187413	0.357664815237171	0.918482540062188
Ppp2ca	-0.00186237073690679	0.0673835980488382	-0.0276383391631445	0.992055659880885	0.106577443754692	0.0673835980488382	1.58165261043862	0.999578625068804	0.0324286650137154	0.0673835980488382	0.481254577563694	0.918482540062188
Ppp2cb	0.00274319896048819	0.0679326164166004	0.0403811763066121	0.992055659880885	0.121809724908728	0.0679326164166004	1.79309632594928	0.999578625068804	0.0264497990743712	0.0679326164166004	0.389353457434443	0.918482540062188
Ppp3ca	-0.0675531580271801	0.072251918049612	-0.934966985662505	0.992055659880885	-0.00814657606843012	0.072251918049612	-0.112752384827158	0.999578625068804	0.015189968515229	0.0722519180496121	0.210236197533174	0.918482540062188
Ppp3cb	-0.0675531580271801	0.072251918049612	-0.934966985662505	0.992055659880885	-0.00814657606843012	0.072251918049612	-0.112752384827158	0.999578625068804	0.015189968515229	0.0722519180496121	0.210236197533174	0.918482540062188
Ppp3cc	-0.0675531580271801	0.072251918049612	-0.934966985662505	0.992055659880885	-0.00814657606843012	0.072251918049612	-0.112752384827158	0.999578625068804	0.015189968515229	0.0722519180496121	0.210236197533174	0.918482540062188
Ppp5c	-0.0257876452052239	0.116724762638939	-0.220926944910499	0.992055659880885	-0.049085056796531	0.116724762638939	-0.420519653986055	0.999578625068804	-0.249889096954458	0.116724762638939	-2.1408404806736	0.756948533301414
Prkaa1	0.101821553128639	0.113472339188069	0.897324879853585	0.992055659880885	-0.0398574720454641	0.113472339188069	-0.351252757550054	0.999578625068804	-0.0898999266775074	0.113472339188069	-0.792262919058253	0.918482540062188
Prkaa2	-0.007237712135949	0.18298915888867	-0.0395526826829802	0.992055659880885	-0.193296697520556	0.18298915888867	-1.0563286846854	0.999578625068804	-0.0812324389231912	0.18298915888867	-0.443919407119702	0.918482540062188
Prkab1	0.68921052958724	0.340469830894565	2.02429251301468	0.873176025048122	0.0114583281472313	0.340469830894565	0.0336544595364739	0.999578625068804	-0.0673976889379215	0.340469830894565	-0.197954951723147	0.918482540062188
Prkaca	0.0965947346300202	0.0611444419573869	1.57977947852299	0.992055659880885	0.0642431815639654	0.0611444419573869	1.05067900707538	0.999578625068804	-0.0734483912498944	0.0611444419573869	-1.20122759973969	0.918482540062188
Prkacb	0.0925063798557996	0.337060285703842	0.27445054721481	0.992055659880885	-0.172921004944664	0.337060285703842	-0.513026933990677	0.999578625068804	-0.0721891244173948	0.337060285703842	-0.214172738466209	0.918482540062188
Prkca	0.00694629350165749	0.106037811623008	0.065507703293174	0.992055659880885	0.104372447167388	0.106037811623008	0.984294616890614	0.999578625068804	0.0176188064313876	0.106037811623008	0.166155884978342	0.918482540062188
Prkcb	-0.0134754918841368	0.124439318474564	-0.108289663181427	0.992055659880885	0.0163757994767448	0.124439318474564	0.131596666371105	0.999578625068804	-0.0645854148106644	0.124439318474564	-0.519011318949534	0.918482540062188
Prkcd	-0.0639471747122348	0.128484367073955	-0.497703932147847	0.992055659880885	0.0574165099170523	0.128484367073955	0.446875454381183	0.999578625068804	0.205851415380893	0.128484367073955	1.6021514528877	0.918482540062188
Prkce	0.00917334625701932	0.108807212664664	0.0843082552375542	0.992055659880885	0.197076383720764	0.108807212664664	1.81124374840976	0.999578625068804	-0.0474002436088851	0.108807212664664	-0.435635124253842	0.918482540062188
Prkcg	-0.00737428050411141	0.204129574841569	-0.0361254879888659	0.992055659880885	0.212377195060838	0.204129574841569	1.04040384753493	0.999578625068804	-0.0712491840195402	0.204129574841569	-0.349039006595878	0.918482540062188
Prkch	0.0162026094838952	0.206857141710503	0.0783275324695859	0.992055659880885	0.0290652011649488	0.206857141710503	0.14050856994643	0.999578625068804	-0.0327213142852607	0.206857141710503	-0.158183150045911	0.918482540062188
Prkci	0.1000312223969	0.202197719354421	0.494719835200321	0.992055659880885	-0.0801609515973177	0.202197719354421	-0.396448346960868	0.999578625068804	-0.0487799691097574	0.202197719354421	-0.24124885911425	0.918482540062188
Prkcq	0.0917201576263153	0.161318007731712	0.568567383864888	0.992055659880885	8.51944891626895e-05	0.161318007731712	0.000528115182927231	0.999578625068804	-0.074911559293296	0.161318007731712	-0.46437195912983	0.918482540062188
Prkcz	0.0232499707359611	0.159446595633648	0.145816664467276	0.992055659880885	-0.0118565736283384	0.159446595633648	-0.0743607825630886	0.999578625068804	-0.0788498672831562	0.159446595633648	-0.494522112371252	0.918482540062188
Prkd1	0.2721845464355	0.165151813726471	1.64808693464488	0.992055659880885	0.0516441768375079	0.165151813726471	0.312707294411205	0.999578625068804	-0.0750552891599667	0.165151813726471	-0.454462397150997	0.918482540062188
Prkdc	-0.0503620034128724	0.202858198946015	-0.248262104635341	0.992055659880885	0.0787028470813487	0.202858198946015	0.387969761588455	0.999578625068804	-0.0549838514154833	0.202858198946015	-0.271045743781427	0.918482540062188
Prkg1	0.105126329621822	0.186825039486154	0.56269935716841	0.992055659880885	-0.147603768597652	0.186825039486154	-0.790064163795297	0.999578625068804	-0.0853639975520798	0.186825039486154	-0.456919467470024	0.918482540062188
Prkg2	0.103717839433367	1	0.103717839433367	0.992055659880885	-0.965323257938865	1	-0.965323257938865	0.999578625068804	-0.181915093701717	1	-0.181915093701717	0.918482540062188
Pten	-0.0177133608400141	0.156210585585758	-0.113394113296436	0.992055659880885	0.0104531372405594	0.156210585585758	0.0669169582929496	0.999578625068804	0.0421450832281537	0.156210585585758	0.269796589457227	0.918482540062188
Ptk2	0.0919155082482606	0.163734650358674	0.561368702635099	0.992055659880885	0.0888947746801136	0.163734650358674	0.542919745364724	0.999578625068804	-0.059353090208649	0.163734650358674	-0.362495599304308	0.918482540062188
Ptk2b	-0.545384137053131	0.24943806959293	-2.18645108159781	0.867590399863133	0.112185013043694	0.24943806959293	0.449750967150981	0.999578625068804	-0.0902851481332912	0.24943806959293	-0.361954164737692	0.918482540062188
Ptk6	-1.72937209108119	0.506146165847548	-3.41674442635624	0.0668603551716388	0.0298782556044917	0.506146165847548	0.059030884002569	0.999578625068804	-0.0856608679617714	0.506146165847549	-0.169241364929301	0.918482540062188
Ptp4a3	-0.0745493521800829	0.15442735104614	-0.482747076052668	0.992055659880885	0.242658419210177	0.15442735104614	1.57134353187004	0.999578625068804	0.0526493680210142	0.15442735104614	0.340932921949063	0.918482540062188
Ptpn1	-0.0146072082922429	0.100283149040353	-0.145659649024036	0.992055659880885	-0.0471694378900498	0.100283149040353	-0.47036255184876	0.999578625068804	0.0445199996136501	0.100283149040353	0.443942975860638	0.918482540062188
Ptpn11	-0.04702651118236	0.0749339798344152	-0.627572581708277	0.992055659880885	-0.0194265088695446	0.0749339798344152	-0.259248326493163	0.999578625068804	0.0306687042216787	0.0749339798344152	0.409276329502966	0.918482540062188
Ptpn12	0.158635980975276	0.127536704164636	1.24384569927803	0.992055659880885	-0.120522263305531	0.127536704164636	-0.945000610568941	0.999578625068804	0.0482814485185957	0.127536704164636	0.378569046729244	0.918482540062188
Ptpn18	-0.045720876820105	0.0994927806557109	-0.459539642160766	0.992055659880885	-0.00164628350436703	0.0994927806557109	-0.0165467634286341	0.999578625068804	0.0170667871505553	0.0994927806557109	0.17153794514613	0.918482540062188
Ptpn2	-0.0421451597854922	0.144216345643108	-0.292235665780832	0.992055659880885	-0.0208235837960139	0.144216345643108	-0.144391287292399	0.999578625068804	0.045106680714543	0.144216345643108	0.312770931154839	0.918482540062188
Ptpn22	-0.0857119228171912	0.0982334500484098	-0.872532958732001	0.992055659880885	-0.0120400161641427	0.0982334500484098	-0.122565339588595	0.999578625068804	0.0295843166653585	0.0982334500484098	0.30116336798493	0.918482540062188
Ptpn5	-0.045720876820105	0.0994927806557109	-0.459539642160766	0.992055659880885	-0.00164628350436703	0.0994927806557109	-0.0165467634286341	0.999578625068804	0.0170667871505553	0.0994927806557109	0.17153794514613	0.918482540062188
Ptpn6	-0.0757141613186279	0.0812955697321663	-0.931344248746559	0.992055659880885	-0.00944158299938287	0.0812955697321663	-0.116138960960466	0.999578625068804	0.0264549342868794	0.0812955697321663	0.32541667859684	0.918482540062188
Ptpra	-0.0679044554457322	0.0876990954353086	-0.774289120186218	0.992055659880885	-0.0104134435035716	0.0876990954353086	-0.118740603331001	0.999578625068804	0.0342103085823389	0.0876990954353086	0.390087359653261	0.918482540062188
Ptprb	-0.0214513103160341	0.164905479609952	-0.130082459156436	0.992055659880885	-0.00925359634087499	0.164905479609952	-0.0561145473319768	0.999578625068804	0.0305985902803141	0.164905479609952	0.185552295488836	0.918482540062188
Ptprc	-0.196398836706252	0.0935136366743725	-2.10021600796192	0.873176025048122	0.163868093506828	0.0935136366743725	1.75234435676414	0.999578625068804	0.036326091467514	0.0935136366743725	0.388457691940765	0.918482540062188
Ptpre	-0.235019744064871	0.149443495937374	-1.57263280406234	0.992055659880885	0.00160272651489642	0.149443495937374	0.0107246321082321	0.999578625068804	0.0183674305769814	0.149443495937374	0.122905519987825	0.924079533735615
Ptprh	-0.0214513103160341	0.164905479609952	-0.130082459156436	0.992055659880885	-0.00925359634087499	0.164905479609952	-0.0561145473319768	0.999578625068804	0.0305985902803141	0.164905479609952	0.185552295488836	0.918482540062188
Ptprj	-0.0286262333862431	0.185688357072842	-0.154162780249133	0.992055659880885	-0.0125092839551523	0.185688357072842	-0.0673670883427823	0.999578625068804	0.0425838497402284	0.185688357072842	0.22932967048399	0.918482540062188
Ptprk	-0.0214513103160341	0.164905479609952	-0.130082459156436	0.992055659880885	-0.00925359634087499	0.164905479609952	-0.0561145473319768	0.999578625068804	0.0305985902803141	0.164905479609952	0.185552295488836	0.918482540062188
Raf1	0.0262158039867664	0.0712512441255069	0.367934683927596	0.992055659880885	0.0173768908460442	0.0712512441255069	0.243881928790399	0.999578625068804	0.00661660612447735	0.0712512441255069	0.0928630258416597	0.926012379880277
Ret	0.0543434464278789	0.50658615278246	0.107273848938416	0.992055659880885	0.473374394921624	0.50658615278246	0.934440059842895	0.999578625068804	-0.0903461443371815	0.50658615278246	-0.178343098880514	0.918482540062188
Ripk3	0.259549318887368	0.259000807484666	1.00211779804098	0.992055659880885	0.0875023900283916	0.259000807484666	0.337846012443695	0.999578625068804	-0.071174422518001	0.259000807484666	-0.274803863390329	0.918482540062188
Ripk4	0.0646181125150232	0.296746775761511	0.217755061867818	0.992055659880885	0.165848298198456	0.296746775761511	0.558888290438393	0.999578625068804	-0.0899350659916618	0.296746775761511	-0.303070069627111	0.918482540062188
Rock1	0.061903682426584	0.179527598417256	0.344814295809318	0.992055659880885	0.225238612255929	0.179527598417256	1.25461831073144	0.999578625068804	-0.0830884252519456	0.179527598417256	-0.462817004095563	0.918482540062188
Rock2	0.0156451648968764	0.161139929122978	0.097090553421656	0.992055659880885	-0.260919184067654	0.161139929122978	-1.61920875532051	0.999578625068804	-0.072857016921979	0.161139929122978	-0.45213509350855	0.918482540062188
Rps6ka1	0.14507885472471	0.149901066924363	0.967830701284563	0.992055659880885	0.125297922419676	0.149901066924363	0.835870784581532	0.999578625068804	0.346762813635444	0.149901066924363	2.31327782216796	0.54615686354186
Rps6ka3	0.342977856280715	0.166260386763215	2.0628958163629	0.873176025048122	0.110077161211415	0.166260386763215	0.662076898498888	0.999578625068804	0.16175456301598	0.166260386763215	0.972898993951861	0.918482540062188
Rps6ka5	0.0734926073862719	0.121505294179246	0.604851071574337	0.992055659880885	0.0109786555111569	0.121505294179246	0.0903553675197159	0.999578625068804	-0.0304193199960154	0.121505294179246	-0.250353864837696	0.918482540062188
Rps6kb1	0.00302831738382586	0.148218040262479	0.0204315033342974	0.992642685423546	0.0460858721837392	0.148218040262479	0.310932947852541	0.999578625068804	-0.0540864133673479	0.148218040262479	-0.364911135456699	0.918482540062188
Sgk1	-0.0546319573778881	0.221836791044221	-0.246270950461945	0.992055659880885	-0.377671069468749	0.221836791044221	-1.70247264978452	0.999578625068804	-0.085165493038691	0.221836791044221	-0.383910588671084	0.918482540062188
Sik1	0.0370701172142391	0.290769106876656	0.127489875428769	0.992055659880885	-0.198207760173609	0.290769106876656	-0.681667190516524	0.999578625068804	-0.0937972498564043	0.290769106876656	-0.322583271874866	0.918482540062188
Sik2	0.0569155810606553	0.523263441502092	0.108770413803938	0.992055659880885	-0.71241175445554	0.523263441502092	-1.36147817323235	0.999578625068804	-0.100631565610171	0.523263441502092	-0.192315299768116	0.918482540062188
Slk	-1.2941652411138	0.544281912694099	-2.3777480216234	0.867590399863133	0.641530214791881	0.544281912694099	1.17867266912549	0.999578625068804	-0.0980846225511427	0.544281912694099	-0.18020922662236	0.918482540062188
Src	-0.0334944057738161	0.0766278490675102	-0.43710486698259	0.992055659880885	-0.0289704013834122	0.0766278490675102	-0.378066221823463	0.999578625068804	-0.0900546119937268	0.0766278490675102	-1.1752204073272	0.918482540062188
Srpk1	-0.584357992543804	0.51040317279506	-1.14489490600882	0.992055659880885	0.0266036533454994	0.51040317279506	0.052122821258757	0.999578625068804	-0.0842314848719932	0.51040317279506	-0.165029312828771	0.918482540062188
Stk11	-0.105127534856077	0.213660963370896	-0.492029677286368	0.992055659880885	0.628809266792099	0.213660963370896	2.94302364302524	0.342899892555296	-0.0685396893727473	0.213660963370896	-0.320787140015692	0.918482540062188
Stk17b	0.0549807293383369	0.368706593742829	0.149117835892801	0.992055659880885	-0.586293199635273	0.368706593742829	-1.5901348377952	0.999578625068804	-0.0865302196515965	0.368706593742829	-0.234685848097284	0.918482540062188
Stk39	-0.146372156756943	0.310472606334771	-0.471449505593791	0.992055659880885	-0.0686804205138209	0.310472606334771	-0.221212497052849	0.999578625068804	-0.0958616896355618	0.310472606334771	-0.30876054015599	0.918482540062188
Stk4	-0.602307579989769	0.369368503067952	-1.63064141903557	0.992055659880885	0.678939446886608	0.369368503067952	1.83810866721818	0.999578625068804	-0.0871725949480559	0.369368503067952	-0.236004408129025	0.918482540062188
Syk	0.0455494459567926	0.139561991120728	0.326374291388477	0.992055659880885	-0.13057089913094	0.139561991120728	-0.935576356301694	0.999578625068804	-0.0795853832258713	0.139561991120728	-0.570251130603502	0.918482540062188
Tbk1	0.0204789913814935	0.143305216918832	0.142904716393492	0.992055659880885	0.256472685502273	0.143305216918832	1.78969538595053	0.999578625068804	-0.0805647352786522	0.143305216918832	-0.562189828192256	0.918482540062188
Tec	0.0513787576234168	0.577350269189626	0.0889906186335247	0.992055659880885	-0.274755359750108	0.577350269189626	-0.475890242739052	0.999578625068804	-0.181915093701717	0.577350269189626	-0.315086184955028	0.918482540062188
Tek	0.103680930551986	1	0.103680930551986	0.992055659880885	-0.717319247658657	1	-0.717319247658658	0.999578625068804	-0.181915093701717	1	-0.181915093701717	0.918482540062188
Tie1	0.0166698264391297	0.508975864102801	0.0327517032040694	0.992055659880885	-0.336494563310943	0.508975864102801	-0.661120864550425	0.999578625068804	-0.090381395139131	0.508975864102801	-0.177575011928024	0.918482540062188
Trpm7	-0.0456620672199029	0.269298791434321	-0.169559124185818	0.992055659880885	-0.0984442809926636	0.269298791434321	-0.365557826933928	0.999578625068804	-0.10871988114706	0.269298791434321	-0.403714701310034	0.918482540062188
Tssk3	0.0525646886359582	0.508241149091161	0.103424700518552	0.992055659880885	-1.87451392633612	0.508241149091161	-3.68823722693083	0.0476465576070795	-0.089682547759938	0.508241149091161	-0.176456683840552	0.918482540062188
Tssk4	0.898946211134589	0.287605295118444	3.12562468908779	0.124790909803967	0.00106728553632261	0.287605295118444	0.00371093840912445	0.999578625068804	-0.0687399887160083	0.287605295118444	-0.239008077677079	0.918482540062188
Ulk1	0.351725422018653	0.447213595499958	0.786481953048509	0.992055659880885	0.117776644177357	0.447213595499958	0.263356582542376	0.999578625068804	-0.181915093701717	0.447213595499958	-0.406774515650284	0.918482540062188
Wnk1	-0.40923064866789	0.336936978282152	-1.21456140182156	0.992055659880885	-0.70542336738738	0.336936978282152	-2.09363594041808	0.999578625068804	-0.106320979222415	0.336936978282152	-0.315551530628917	0.918482540062188
Wnk4	0.051805668982689	0.374970151489952	0.138159447563594	0.992055659880885	0.250176169092324	0.374970151489952	0.667189556550685	0.999578625068804	-0.119469230410966	0.374970151489952	-0.318609974517312	0.918482540062188
Yes1	0.0274564062370379	0.150023173009265	0.183014434945609	0.992055659880885	-0.137759763238433	0.150023173009265	-0.918256563137254	0.999578625068804	-0.0407141898210292	0.150023173009265	-0.271386006603892	0.918482540062188
